0.0,0.0,0.7919962250584222,255,255,0,100,node0;vertex
0.061589969440949466,0.34428365989573995,0.0,255,255,0,100,node1;vertex
0.34937309005932066,1.0,0.08221732877943631,255,255,0,100,node2;vertex
0.37720204925399997,0.9933938522380007,0.07670097069926303,255,255,0,100,node3;vertex
