,entrez,Genesym
5187,25771,TBC1D22A
5188,23357,ANGEL1
5189,286097,MICU3
5190,285598,ARL10
5191,80344,DCAF11
5192,25917,THUMPD3
5193,80005,DOCK5
5194,10376,TUBA1B
5195,1003,CDH5
5196,9715,FAM131B
5197,221074,SLC39A12
5198,5732,PTGER2
5199,5730,PTGDS
5200,5737,PTGFR
5201,2051,EPHB6
5202,1948,EFNB2
5203,2047,EPHB1
5204,2050,EPHB4
5205,56658,TRIM39
5206,6925,TCF4
5207,388324,INCA1
5208,150290,DUSP18
5209,23193,GANAB
5210,27285,TEKT2
5211,9546,APBA3
5212,2052,EPHX1
5213,80775,TMEM177
5214,51204,TACO1
5215,4074,M6PR
5216,124801,LSM12
5217,26092,TOR1AIP1
5218,6949,TCOF1
5219,7263,TST
5220,8803,SUCLA2
5221,91057,CCDC34
5222,11159,RABL2A
5223,4678,NASP
5224,57576,KIF17
5225,23025,UNC13A
5226,5130,PCYT1A
5227,25842,ASF1A
5228,27430,MAT2B
5229,6904,TBCD
5230,440093,H3F3C
5231,83855,KLF16
5232,29980,DONSON
5233,29015,SLC43A3
5234,55723,ASF1B
5235,56474,CTPS2
5236,8914,TIMELESS
5237,8520,HAT1
5238,221527,ZBTB12
5239,5909,RAP1GAP
5240,221914,GPC2
5241,1803,DPP4
5242,54986,ULK4
5243,445329,SULT1A4
5244,91369,ANKRD40
5245,3026,HABP2
5246,27010,TPK1
5247,965,CD58
5248,130074,FAM168B
5249,203286,ANKS6
5250,4642,MYO1D
5251,83988,NCALD
5252,9528,TMEM59
5253,57146,TMEM159
5254,54801,HAUS6
5255,91851,CHRDL1
5256,166336,PRICKLE2
5257,219983,OR4D6
5258,23085,ERC1
5259,83879,CDCA7
5260,83877,TM2D2
5261,57700,FAM160B1
5262,11014,KDELR2
5263,84135,UTP15
5264,54762,GRAMD1C
5265,2287,FKBP3
5266,55048,VPS37C
5267,388650,FAM69A
5268,6769,STAC
5269,57718,PPP4R4
5270,59067,IL21
5271,203260,CCDC107
5272,54978,SLC35F6
5273,2776,GNAQ
5274,80125,CCDC33
5275,1677,DFFB
5276,22882,ZHX2
5277,5095,PCCA
5278,10942,PRSS21
5279,10087,COL4A3BP
5280,3449,IFNA16
5281,7142,TNP2
5282,9557,CHD1L
5283,162681,C18orf54
5284,29128,UHRF1
5285,29935,RPA4
5286,5423,POLB
5287,474343,SPIN2B
5288,338917,VSX2
5289,56956,LHX9
5290,6383,SDC2
5291,6382,SDC1
5292,51473,DCDC2
5293,93621,MRFAP1
5294,115825,WDFY2
5295,84889,SLC7A3
5296,116092,DNTTIP1
5297,79714,CCDC51
5298,54821,ERCC6L
5299,54471,MIEF1
5300,152518,NFXL1
5301,9158,FIBP
5302,9189,ZBED1
5303,9847,C2CD5
5304,9818,NUP58
5305,23184,MESDC2
5306,23022,PALLD
5307,53371,NUP54
5308,79980,DSN1
5309,8499,PPFIA2
5310,5789,PTPRD
5311,8496,PPFIBP1
5312,8495,PPFIBP2
5313,8541,PPFIA3
5314,26059,ERC2
5315,8500,PPFIA1
5316,90576,ZNF799
5317,6804,STX1A
5318,173,AFM
5319,2633,GBP1
5320,3176,HNMT
5321,472,ATM
5322,26151,NAT9
5323,283489,CHAMP1
5324,84153,RNASEH2C
5325,5586,PKN2
5326,1609,DGKQ
5327,883,KYAT1
5328,30844,EHD4
5329,7458,EIF4H
5330,10938,EHD1
5331,130576,LYPD6B
5332,400793,C1orf226
5333,8735,MYH13
5334,57761,TRIB3
5335,1649,DDIT3
5336,8425,LTBP4
5337,8888,MCM3AP
5338,10247,RIDA
5339,9220,TIAF1
5340,993,CDC25A
5341,83931,STK40
5342,4868,NPHS1
5343,7827,NPHS2
5344,55243,KIRREL
5345,1001,CDH3
5346,7082,TJP1
5347,401145,CCSER1
5348,81565,NDEL1
5349,163223,ZNF676
5350,5311,PKD2
5351,126374,WTIP
5352,93343,MVB12A
5353,3055,HCK
5354,7251,TSG101
5355,3227,HOXC11
5356,7182,NR2C2
5357,79720,VPS37B
5358,23624,CBLC
5359,6955,TRA
5360,23616,SH3BP1
5361,29959,NRBP1
5362,8030,CCDC6
5363,79184,BRCC3
5364,79874,RABEP2
5365,11169,WDHD1
5366,55250,ELP2
5367,8518,IKBKAP
5368,9221,NOLC1
5369,9639,ARHGEF10
5370,4015,LOX
5371,50837,TAS2R7
5372,29127,RACGAP1
5373,9871,SEC24D
5374,2582,GALE
5375,440,ASNS
5376,51611,DPH5
5377,56992,KIF15
5378,59342,SCPEP1
5379,57553,MICAL3
5380,140290,TCP10L
5381,9912,ARHGAP44
5382,94160,ABCC12
5383,165324,UBXN2A
5384,258010,SVIP
5385,9873,FCHSD2
5386,51322,WAC
5387,91544,UBXN11
5388,83932,SPRTN
5389,373863,DND1
5390,117245,HRASLS5
5391,84232,MAF1
5392,9585,KIF20B
5393,57130,ATP13A1
5394,63979,FIGNL1
5395,166979,CDC20B
5396,93145,OLFM2
5397,154043,CNKSR3
5398,84859,LRCH3
5399,140460,ASB7
5400,9616,RNF7
5401,10250,SRRM1
5402,51666,ASB4
5403,2266,FGG
5404,2243,FGA
5405,78989,COLEC11
5406,116328,C8orf34
5407,1731,SEPT1
5408,79618,HMBOX1
5409,4969,OGN
5410,80332,ADAM33
5411,63971,KIF13A
5412,4863,NPAT
5413,8379,MAD1L1
5414,88455,ANKRD13A
5415,23303,KIF13B
5416,130617,ZFAND2B
5417,9321,TRIP11
5418,83716,CRISPLD2
5419,55884,WSB2
5420,50615,IL21R
5421,5204,PFDN5
5422,134492,NUDCD2
5423,4820,NKTR
5424,11129,CLASRP
5425,79753,SNIP1
5426,79882,ZC3H14
5427,55421,NCBP3
5428,26093,CCDC9
5429,57461,ISY1
5430,57150,SMIM8
5431,8916,HERC3
5432,1102,RCBTB2
5433,5896,RAG1
5434,7374,UNG
5435,10309,CCNO
5436,5897,RAG2
5437,55388,MCM10
5438,64708,COPS7B
5439,6095,RORA
5440,7307,U2AF1
5441,23136,EPB41L3
5442,11073,TOPBP1
5443,286075,ZNF707
5444,81669,CCNL2
5445,90780,PYGO2
5446,200424,TET3
5447,3801,KIFC3
5448,54790,TET2
5449,80312,TET1
5450,56006,SMG9
5451,146956,EME1
5452,29105,CFAP20
5453,80198,MUS81
5454,2072,ERCC4
5455,2067,ERCC1
5456,79707,NOL9
5457,125893,ZNF816
5458,27296,TP53TG5
5459,9277,WDR46
5460,64112,MOAP1
5461,5340,PLG
5462,1191,CLU
5463,4685,NCAM2
5464,8745,ADAM23
5465,1272,CNTN1
5466,4978,OPCML
5467,5818,NECTIN1
5468,4045,LSAMP
5469,4340,MOG
5470,348,APOE
5471,81628,TSC22D4
5472,4684,NCAM1
5473,1804,DPP6
5474,4099,MAG
5475,55803,ADAP2
5476,8444,DYRK3
5477,28987,NOB1
5478,29777,ABT1
5479,84305,PYM1
5480,29994,BAZ2B
5481,283337,ZNF740
5482,150209,AIFM3
5483,7745,ZKSCAN8
5484,92170,MTG1
5485,55599,RNPC3
5486,55843,ARHGAP15
5487,54478,FAM64A
5488,57732,ZFYVE28
5489,9519,TBPL1
5490,138428,PTRH1
5491,51202,DDX47
5492,2258,FGF13
5493,91050,CCDC149
5494,1448,CSN3
5495,85480,TSLP
5496,2273,FHL1
5497,6171,RPL41
5498,94274,PPP1R14A
5499,89870,TRIM15
5500,257194,NEGR1
5501,50863,NTM
5502,197,AHSG
5503,1634,DCN
5504,26232,FBXO2
5505,84640,USP38
5506,284161,GDPD1
5507,767,CA8
5508,81609,SNX27
5509,203062,TSNARE1
5510,845,CASQ2
5511,347,APOD
5512,735,C9
5513,731,C8A
5514,928,CD9
5515,6535,SLC6A8
5516,9437,NCR1
5517,259197,NCR3
5518,939,CD27
5519,2585,GALK2
5520,3484,IGFBP1
5521,5819,NECTIN2
5522,25945,NECTIN3
5523,10666,CD226
5524,9551,ATP5J2
5525,201633,TIGIT
5526,54532,USP53
5527,57128,LYRM4
5528,54920,DUS2
5529,51330,TNFRSF12A
5530,10690,FUT9
5531,90273,CEACAM21
5532,386677,KRTAP10-1
5533,284612,SYPL2
5534,59344,ALOXE3
5535,10217,CTDSPL
5536,100131755,ARMCX4
5537,1798,DPAGT1
5538,5971,RELB
5539,64718,UNKL
5540,2186,BPTF
5541,8942,KYNU
5542,7155,TOP2B
5543,5977,DPF2
5544,26019,UPF2
5545,56157,TEX13A
5546,6342,SCP2
5547,54439,RBM27
5548,1468,SLC25A10
5549,116540,MRPL53
5550,6234,RPS28
5551,4712,NDUFB6
5552,55573,CDV3
5553,158234,TRMT10B
5554,7803,PTP4A1
5555,9363,RAB33A
5556,23204,ARL6IP1
5557,2250,FGF5
5558,2254,FGF9
5559,2255,FGF10
5560,776,CACNA1D
5561,3678,ITGA5
5562,2043,EPHA4
5563,2251,FGF6
5564,2248,FGF3
5565,2249,FGF4
5566,2253,FGF8
5567,8822,FGF17
5568,8817,FGF18
5569,2246,FGF1
5570,2252,FGF7
5571,6777,STAT5B
5572,5241,PGR
5573,10818,FRS2
5574,3730,ANOS1
5575,10099,TSPAN3
5576,203076,C8orf74
5577,3223,HOXC6
5578,7031,TFF1
5579,84707,BEX2
5580,55859,BEX1
5581,64236,PDLIM2
5582,57402,S100A14
5583,23221,RHOBTB2
5584,26035,GLCE
5585,55353,LAPTM4B
5586,9308,CD83
5587,84277,DNAJC30
5588,79856,SNX22
5589,126917,IFFO2
5590,23190,UBXN4
5591,9354,UBE4A
5592,90060,CCDC120
5593,9807,IP6K1
5594,28966,SNX24
5595,8502,PKP4
5596,165215,FAM171B
5597,58190,CTDSP1
5598,7076,TIMP1
5599,6196,RPS6KA2
5600,5801,PTPRR
5601,85459,CEP295
5602,53335,BCL11A
5603,2217,FCGRT
5604,135250,RAET1E
5605,10479,SLC9A6
5606,11072,DUSP14
5607,26084,ARHGEF26
5608,55066,PDPR
5609,55157,DARS2
5610,1376,CPT2
5611,57505,AARS2
5612,55327,LIN7C
5613,4594,MUT
5614,4528,MTIF2
5615,23436,CELA3B
5616,2567,GABRG3
5617,4905,NSF
5618,2565,GABRG1
5619,1760,DMPK
5620,79736,TEFM
5621,2566,GABRG2
5622,10772,SRSF10
5623,4157,MC1R
5624,8731,RNMT
5625,1152,CKB
5626,90121,TSR2
5627,7280,TUBB2A
5628,94239,H2AFV
5629,388753,COA6
5630,2239,GPC4
5631,3891,KRT85
5632,10286,BCAS2
5633,55361,PI4K2A
5634,3884,KRT33B
5635,875,CBS
5636,2717,GLA
5637,4355,MPP2
5638,84263,HSDL2
5639,2998,GYS2
5640,5554,PRH1
5641,90957,DHX57
5642,285175,UNC80
5643,8568,RRP1
5644,92140,MTDH
5645,79724,ZNF768
5646,79228,THOC6
5647,8566,PDXK
5648,23211,ZC3H4
5649,89849,ATG16L2
5650,9748,SLK
5651,5162,PDHB
5652,285855,RPL7L1
5653,29894,CPSF1
5654,477,ATP1A2
5655,23517,SKIV2L2
5656,5464,PPA1
5657,22869,ZNF510
5658,23275,POFUT2
5659,9140,ATG12
5660,51388,NIP7
5661,112802,KRT71
5662,5356,PLRG1
5663,10483,SEC23B
5664,51013,EXOSC1
5665,131578,LRRC15
5666,51660,MPC1
5667,84154,RPF2
5668,10382,TUBB4A
5669,4606,MYBPC2
5670,10300,KATNB1
5671,112611,RWDD2A
5672,94241,TP53INP1
5673,9236,CCPG1
5674,121643,FOXN4
5675,57600,FNIP2
5676,23483,TGDS
5677,8369,HIST1H4G
5678,4110,MAGEA11
5679,9466,IL27RA
5680,10148,EBI3
5681,246778,IL27
5682,9527,GOSR1
5683,25807,RHBDD3
5684,1952,CELSR2
5685,2683,B4GALT1
5686,23654,PLXNB2
5687,201164,PLD6
5688,22862,FNDC3A
5689,4512,MT-CO1
5690,55635,DEPDC1
5691,202052,DNAJC18
5692,81542,TMX1
5693,84918,LRP11
5694,8744,TNFSF9
5695,79465,ULBP3
5696,9334,B4GALT5
5697,445582,POTEE
5698,56255,TMX4
5699,114823,LENG8
5700,5934,RBL2
5701,6872,TAF1
5702,1875,E2F5
5703,10741,RBBP9
5704,55290,BRF2
5705,8804,CREG1
5706,3398,ID2
5707,898,CCNE1
5708,60561,RINT1
5709,8525,DGKZ
5710,9134,CCNE2
5711,91750,LIN52
5712,286826,LIN9
5713,2947,GSTM3
5714,55217,TMLHE
5715,4654,MYOD1
5716,5933,RBL1
5717,7494,XBP1
5718,1021,CDK6
5719,9149,DYRK1B
5720,1859,DYRK1A
5721,3948,LDHC
5722,23151,GRAMD4
5723,10660,LBX1
5724,894,CCND2
5725,51061,TXNDC11
5726,5916,RARG
5727,50865,HEBP1
5728,23406,COTL1
5729,6277,S100A6
5730,84419,C15orf48
5731,3690,ITGB3
5732,3689,ITGB2
5733,160,AP2A1
5734,1808,DPYSL2
5735,161,AP2A2
5736,5583,PRKCH
5737,3693,ITGB5
5738,10928,RALBP1
5739,150084,IGSF5
5740,3667,IRS1
5741,55589,BMP2K
5742,85021,REPS1
5743,162,AP1B1
5744,58513,EPS15L1
5745,116448,OLIG1
5746,51512,GTSE1
5747,23285,KIAA1107
5748,57559,STAMBPL1
5749,222643,UNC5CL
5750,1300,COL10A1
5751,26470,SEZ6L2
5752,8638,OASL
5753,2219,FCN1
5754,3964,LGALS8
5755,6468,FBXW4
5756,5978,REST
5757,8402,SLC25A11
5758,9318,COPS2
5759,4173,MCM4
5760,6499,SKIV2L
5761,6406,SEMG1
5762,10476,ATP5H
5763,79031,PDCL3
5764,5082,PDCL
5765,10693,CCT6B
5766,7020,TFAP2A
5767,6532,SLC6A4
5768,254170,FBXO33
5769,4801,NFYB
5770,3658,IREB2
5771,26287,ANKRD2
5772,192670,AGO4
5773,63893,UBE2O
5774,3434,IFIT1
5775,58494,JAM2
5776,26058,GIGYF2
5777,55234,SMU1
5778,27258,LSM3
5779,51069,MRPL2
5780,5042,PABPC3
5781,64976,MRPL40
5782,26150,RIBC2
5783,51142,CHCHD2
5784,1629,DBT
5785,4153,MBL2
5786,7841,MOGS
5787,740,MRPL49
5788,6150,MRPL23
5789,64412,GZF1
5790,9898,UBAP2L
5791,3998,LMAN1
5792,4133,MAP2
5793,27335,EIF3K
5794,389421,LIN28B
5795,9100,USP10
5796,25956,SEC31B
5797,4134,MAP4
5798,56829,ZC3HAV1
5799,338,APOB
5800,51557,LGSN
5801,51091,SEPSECS
5802,3069,HDLBP
5803,3856,KRT8
5804,257397,TAB3
5805,6576,SLC25A1
5806,100499483,CCDC180
5807,23185,LARP4B
5808,57532,NUFIP2
5809,22794,CASC3
5810,5981,RFC1
5811,23234,DNAJC9
5812,11103,KRR1
5813,113251,LARP4
5814,65083,NOL6
5815,81550,TDRD3
5816,25940,FAM98A
5817,48,ACO1
5818,10801,SEPT9
5819,2617,GARS
5820,10592,SMC2
5821,6272,SORT1
5822,8668,EIF3I
5823,1877,E4F1
5824,55623,THUMPD1
5825,4049,LTA
5826,7133,TNFRSF1B
5827,4050,LTB
5828,3957,LGALS2
5829,7369,UMOD
5830,63967,CLSPN
5831,11197,WIF1
5832,29851,ICOS
5833,7471,WNT1
5834,7481,WNT11
5835,7476,WNT7A
5836,2264,FGFR4
5837,7474,WNT5A
5838,10608,MXD4
5839,6945,MLX
5840,6462,SHBG
5841,91039,DPP9
5842,23074,UHRF1BP1L
5843,7174,TPP2
5844,89891,WDR34
5845,54468,MIOS
5846,55816,DOK5
5847,126669,SHE
5848,23294,ANKS1A
5849,55336,FBXL8
5850,5000,ORC4
5851,54932,EXD3
5852,4353,MPO
5853,1356,CP
5854,79664,ICE2
5855,147495,APCDD1
5856,151056,PLB1
5857,64651,CSRNP1
5858,84914,ZNF587
5859,358,AQP1
5860,7771,ZNF112
5861,54033,RBM11
5862,84528,RHOXF2
5863,22950,SLC4A1AP
5864,2553,GABPB1
5865,342132,ZNF774
5866,23548,TTC33
5867,55596,ZCCHC8
5868,390664,C1QTNF8
5869,10882,C1QL1
5870,59350,RXFP1
5871,2550,GABBR1
5872,9568,GABBR2
5873,997,CDC34
5874,1054,CEBPG
5875,947,CD34
5876,1050,CEBPA
5877,10538,BATF
5878,8877,SPHK1
5879,1630,DCC
5880,64787,EPS8L2
5881,79109,MAPKAP1
5882,5105,PCK1
5883,55748,CNDP2
5884,4809,SNU13
5885,5567,PRKACB
5886,342538,NACA2
5887,142686,ASB14
5888,3696,ITGB8
5889,9702,CEP57
5890,127247,ASB17
5891,79959,CEP76
5892,433,ASGR2
5893,84168,ANTXR1
5894,1775,DNASE1L2
5895,353,APRT
5896,6170,RPL39
5897,6123,RPL3L
5898,57696,DDX55
5899,200958,MUC20
5900,163590,TOR1AIP2
5901,11328,FKBP9
5902,23105,FSTL4
5903,51294,PCDH12
5904,2045,EPHA7
5905,11117,EMILIN1
5906,2103,ESRRB
5907,84138,SLC7A6OS
5908,25980,AAR2
5909,10945,KDELR1
5910,55738,ARFGAP1
5911,9689,BZW1
5912,10955,SERINC3
5913,51186,TCEAL9
5914,55793,FAM63A
5915,51028,VPS36
5916,27246,RNF115
5917,10906,TRAFD1
5918,51619,UBE2D4
5919,55284,UBE2W
5920,65264,UBE2Z
5921,7328,UBE2H
5922,114088,TRIM9
5923,22888,UBOX5
5924,10293,TRAIP
5925,2762,GMDS
5926,3978,LIG1
5927,8777,MPDZ
5928,1063,CENPF
5929,95,ACY1
5930,57097,PARP11
5931,129401,NUP35
5932,143279,HECTD2
5933,10207,PATJ
5934,547,KIF1A
5935,154810,AMOTL1
5936,154796,AMOT
5937,3980,LIG3
5938,54886,PLPPR1
5939,26253,CLEC4E
5940,23495,TNFRSF13B
5941,55905,RNF114
5942,53838,C11orf24
5943,64761,PARP12
5944,9793,CKAP5
5945,256586,LYSMD2
5946,10221,TRIB1
5947,10579,TACC2
5948,4109,MAGEA10
5949,8087,FXR1
5950,54914,FOCAD
5951,653784,MZT2A
5952,5033,P4HA1
5953,123811,FOPNL
5954,3720,JARID2
5955,729440,CCDC61
5956,51427,ZNF107
5957,29068,ZBTB44
5958,6660,SOX5
5959,55870,ASH1L
5960,27107,ZBTB11
5961,9580,SOX13
5962,7270,TTF1
5963,5608,MAP2K6
5964,5606,MAP2K3
5965,56288,PARD3
5966,658,BMPR1B
5967,54440,SASH3
5968,4152,MBD1
5969,51523,CXXC5
5970,26508,HEYL
5971,83595,SOX7
5972,51176,LEF1
5973,117583,PARD3B
5974,57496,MKL2
5975,23036,ZNF292
5976,2280,FKBP1A
5977,11059,WWP1
5978,7040,TGFB1
5979,23645,PPP1R15A
5980,93,ACVR2B
5981,6934,TCF7L2
5982,9615,GDA
5983,92483,LDHAL6B
5984,4597,MVD
5985,5184,PEPD
5986,6652,SORD
5987,2744,GLS
5988,6611,SMS
5989,1434,CSE1L
5990,9836,LCMT2
5991,18,ABAT
5992,84126,ATRIP
5993,164,AP1G1
5994,144193,AMDHD1
5995,79716,NPEPL1
5996,136895,C7orf31
5997,4148,MATN3
5998,9135,RABEP1
5999,1052,CEBPD
6000,65992,DDRGK1
6001,23586,DDX58
6002,64421,DCLRE1C
6003,56946,EMSY
6004,23787,MTCH1
6005,26286,ARFGAP3
6006,7766,ZNF223
6007,169841,ZNF169
6008,3818,KLKB1
6009,5104,SERPINA5
6010,3083,HGFAC
6011,7980,TFPI2
6012,2161,F12
6013,4485,MST1
6014,3082,HGF
6015,3486,IGFBP3
6016,23397,NCAPH
6017,7472,WNT2
6018,8321,FZD1
6019,8326,FZD9
6020,89780,WNT3A
6021,6422,SFRP1
6022,64121,RRAGC
6023,362,AQP5
6024,10975,UQCR11
6025,29922,NME7
6026,10953,TOMM34
6027,1284,COL4A2
6028,338761,C1QL4
6029,5053,PAH
6030,64377,CHST8
6031,50674,NEUROG3
6032,79827,CLMP
6033,57613,FAM234B
6034,340547,VSIG1
6035,3219,HOXB9
6036,30012,TLX3
6037,6273,S100A2
6038,6938,TCF12
6039,55726,ASUN
6040,1528,CYB5A
6041,51119,SBDS
6042,80218,NAA50
6043,92675,DTD1
6044,80155,NAA15
6045,3241,HPCAL1
6046,3954,LETM1
6047,51440,HPCAL4
6048,37,ACADVL
6049,125950,RAVER1
6050,50814,NSDHL
6051,5511,PPP1R8
6052,28985,MCTS1
6053,373156,GSTK1
6054,6917,TCEA1
6055,55197,RPRD1A
6056,84858,ZNF503
6057,10102,TSFM
6058,10269,ZMPSTE24
6059,9562,MINPP1
6060,23476,BRD4
6061,1727,CYB5R3
6062,1203,CLN5
6063,114883,OSBPL9
6064,22894,DIS3
6065,116173,CMTM5
6066,94056,SYAP1
6067,10436,EMG1
6068,6905,TBCE
6069,8669,EIF3J
6070,9436,NCR2
6071,7305,TYROBP
6072,55904,KMT2E
6073,5378,PMS1
6074,29796,UQCR10
6075,4643,MYO1E
6076,58472,SQRDL
6077,5869,RAB5B
6078,5868,RAB5A
6079,26168,SENP3
6080,3841,KPNA5
6081,3705,ITPK1
6082,3655,ITGA6
6083,10940,POP1
6084,3459,IFNGR1
6085,3420,IDH3B
6086,91272,BOD1
6087,3149,HMGB3
6088,3142,HLX
6089,144402,CPNE8
6090,91689,SMDT1
6091,91683,SYT12
6092,137964,GPAT4
6093,29099,COMMD9
6094,4125,MAN2B1
6095,4358,MPV17
6096,4209,MEF2D
6097,113829,SLC35A4
6098,29886,SNX8
6099,29928,TIMM22
6100,50649,ARHGEF4
6101,80131,LRRC8E
6102,80145,THOC7
6103,50512,PODXL2
6104,202915,TMEM184A
6105,80000,GREB1L
6106,80308,FLAD1
6107,253827,MSRB3
6108,80270,HSD3B7
6109,90864,SPSB3
6110,150223,YDJC
6111,90799,CEP95
6112,90417,KNSTRN
6113,65094,JMJD4
6114,89848,FCHSD1
6115,65117,RSRC2
6116,128077,LIX1L
6117,4676,NAP1L4
6118,90141,EFCAB11
6119,65220,NADK
6120,39,ACAT2
6121,29,ABR
6122,4882,NPR2
6123,4835,NQO2
6124,4548,MTR
6125,4598,MVK
6126,439921,MXRA7
6127,339123,JMJD8
6128,4664,NAB1
6129,4649,MYO9A
6130,65999,LRRC61
6131,4967,OGDH
6132,4926,NUMA1
6133,4913,NTHL1
6134,4947,OAZ2
6135,4931,NVL
6136,400720,ZNF772
6137,5213,PFKM
6138,5226,PGD
6139,5142,PDE4B
6140,5138,PDE2A
6141,5198,PFAS
6142,5096,PCCB
6143,5018,OXA1L
6144,5029,P2RY2
6145,5558,PRIM2
6146,5557,PRIM1
6147,5479,PPIB
6148,5422,POLA1
6149,197322,ACSF3
6150,5331,PLCB3
6151,81932,HDHD3
6152,81855,SFXN3
6153,81605,URM1
6154,81545,FBXO38
6155,81563,C1orf21
6156,112936,VPS26B
6157,28958,COA3
6158,1841,DTYMK
6159,1945,EFNA4
6160,10981,RAB32
6161,1431,CS
6162,1514,CTSL
6163,1676,DFFA
6164,1674,DES
6165,1763,DNA2
6166,58478,ENOPH1
6167,58487,CREBZF
6168,130162,CLHC1
6169,58497,PRUNE1
6170,64759,TNS3
6171,64793,CEP85
6172,1174,AP1S1
6173,1185,CLCN6
6174,1198,CLK3
6175,64423,INF2
6176,64429,ZDHHC6
6177,64403,CDH24
6178,1314,COPA
6179,1317,SLC31A1
6180,115353,LRRC42
6181,1388,ATF6B
6182,353116,RILPL1
6183,1329,COX5B
6184,291,SLC25A4
6185,1285,COL4A3
6186,1294,COL7A1
6187,58189,WFDC1
6188,314,AOC2
6189,64114,TMBIM1
6190,402,ARL2
6191,64223,MLST8
6192,533,ATP6V0B
6193,518,ATP5G3
6194,115024,NT5C3B
6195,656,BMP8B
6196,663,BNIP2
6197,58517,RBM25
6198,23189,KANK1
6199,23163,GGA3
6200,900,CCNG1
6201,23126,POGZ
6202,23081,KDM4C
6203,23039,XPO7
6204,747,DAGLA
6205,780,DDR1
6206,23396,PIP5K1C
6207,23381,SMG5
6208,23368,PPP1R13B
6209,23360,FNBP4
6210,23310,NCAPD3
6211,57697,FANCM
6212,23256,SCFD1
6213,23255,MTCL1
6214,23265,EXOC7
6215,23264,ZC3H7B
6216,57713,SFMBT2
6217,987,LRBA
6218,23201,FAM168A
6219,11261,CHP1
6220,11252,PACSIN2
6221,11340,EXOSC8
6222,283377,SPRYD4
6223,283373,ANKRD52
6224,64901,RANBP17
6225,11004,KIF2C
6226,11165,NUDT3
6227,11161,C14orf1
6228,64834,ELOVL1
6229,23513,SCRIB
6230,23509,POFUT1
6231,23576,DDAH1
6232,23568,ARL2BP
6233,23593,HEBP2
6234,23532,PRAME
6235,23536,ADAT1
6236,23556,PIGN
6237,23432,GPR161
6238,23423,TMED3
6239,23412,COMMD3
6240,283820,NOMO2
6241,23762,OSBP2
6242,23760,PITPNB
6243,283989,TSEN54
6244,23621,BACE1
6245,23625,FAM89B
6246,23647,ARFIP2
6247,51000,SLC35B3
6248,51102,MECR
6249,51107,APH1A
6250,51090,PLLP
6251,51094,ADIPOR1
6252,2987,GUK1
6253,51230,PHF20
6254,51234,EMC4
6255,51324,SPG21
6256,51362,CDC40
6257,51271,UBAP1
6258,2747,GLUD2
6259,51435,SCARA3
6260,59277,NTN4
6261,2805,GOT1
6262,51380,CSAD
6263,51398,WDR83OS
6264,2889,RAPGEF1
6265,2589,GALNT1
6266,2110,ETFDH
6267,2063,NR2F6
6268,2054,STX2
6269,2039,DMTN
6270,2202,EFEMP1
6271,114991,ZNF618
6272,3035,HARS
6273,3033,HADH
6274,375790,AGRN
6275,284361,EMC10
6276,284323,ZNF780A
6277,10057,ABCC5
6278,10093,ARPC4
6279,10007,GNPDA1
6280,22839,DLGAP4
6281,22850,ADNP2
6282,22884,WDR37
6283,10166,SLC25A15
6284,10171,RCL1
6285,10181,RBM5
6286,22928,SEPHS2
6287,51629,SLC25A39
6288,22934,RPIA
6289,10204,NUTF2
6290,10208,USPL1
6291,10280,SIGMAR1
6292,10228,STX6
6293,51585,PCF11
6294,22828,SCAF8
6295,51535,PPHLN1
6296,126208,ZNF787
6297,10322,SMYD5
6298,10328,EMC8
6299,10363,HMG20A
6300,126326,GIPC3
6301,51747,LUC7L3
6302,51752,ERAP1
6303,51727,CMPK1
6304,51734,MSRB1
6305,51735,RAPGEF6
6306,10535,RNASEH2A
6307,10554,AGPAT1
6308,10641,NPRL2
6309,10614,HEXIM1
6310,10794,ZNF460
6311,10908,PNPLA6
6312,10960,LMAN2
6313,54432,YIPF1
6314,54476,RNF216
6315,7629,ZNF76
6316,7756,ZNF207
6317,440574,MINOS1
6318,7866,IFRD2
6319,54107,POLE3
6320,54925,ZSCAN32
6321,54921,CHTF8
6322,54940,OCIAD1
6323,54930,HAUS4
6324,25957,PNISR
6325,25941,TPGS2
6326,7290,HIRA
6327,25909,AHCTF1
6328,25929,GEMIN5
6329,54851,ANKRD49
6330,7389,UROD
6331,7372,UMPS
6332,54764,ZRANB1
6333,54758,KLHDC4
6334,100170841,EPOP
6335,125488,TTC39C
6336,78991,PCYOX1L
6337,153562,MARVELD2
6338,6415,SELENOW
6339,6405,SEMA3F
6340,6525,SMTN
6341,6575,SLC20A2
6342,222068,TMED4
6343,6275,S100A4
6344,6311,ATXN2
6345,6892,TAPBP
6346,6793,STK10
6347,6834,SURF1
6348,6838,SURF6
6349,24137,KIF4A
6350,124359,CDYL2
6351,124245,ZC3H18
6352,85014,TMEM141
6353,154807,VKORC1L1
6354,161823,ADAL
6355,85440,DOCK7
6356,85457,CIPC
6357,85461,TANC1
6358,148156,ZNF558
6359,5993,RFX5
6360,5939,RBMS2
6361,148327,CREB3L4
6362,124997,WDR81
6363,5780,PTPN9
6364,56681,SAR1A
6365,30000,TNPO2
6366,56339,METTL3
6367,56882,CDC42SE1
6368,60686,C14orf93
6369,158135,TTLL11
6370,9700,ESPL1
6371,9797,TATDN2
6372,9784,SNX17
6373,9785,DHX38
6374,9831,ZNF623
6375,146909,KIF18B
6376,9948,WDR1
