7.42146 7.08251 -13.18525 182 151 115 0.566930 -0.754291 0.331113
7.47628 7.38895 -13.89019 89 64 45 0.641054 -0.162158 -0.750170
7.73243 7.97259 -13.81701 122 83 56 -0.066654 0.328043 -0.942308
7.75720 7.96671 -13.82192 128 85 62 -0.013715 0.315450 -0.948843
