0.2061669321,0.3824675493,0.8893735974,231,209,80,100,3DimSphere
0.8365913424,0.1746954055,0.2162810749,192,177,106,100,3DimSphere
0.5698634899,0.313088879,0.8767589025,132,130,121,100,3DimSphere
0.1115006871,0.2158830115,0.3564012911,217,197,92,100,3DimSphere
0.514016342,0.3809661179,0.0537229965,159,151,117,100,3DimSphere
0.1277630979,0.1858062062,0.5174199772,209,191,97,100,3DimSphere
0.7134089395,0.4639359912,0.4786120992,56,71,108,100,3DimSphere
0.9094496926,0.5607384735,0.4448872182,136,133,120,100,3DimSphere
0.8225709897,0.6850545465,0.4836713632,101,104,112,100,3DimSphere
0.6334210907,0.6751772737,0.8399998813,145,139,120,100,3DimSphere
0.6961985876,0.9507958622,0.5259211123,251,225,56,100,3DimSphere
0.9110124778,0.2351406174,0.4732592111,217,197,92,100,3DimSphere
0.4706572367,0.490422434,0.1954614015,135,132,120,100,3DimSphere
0.8786284975,0.3908984038,0.3203597243,131,129,121,100,3DimSphere
0.3679130688,0.6880085161,0.0141513737,249,224,58,100,3DimSphere
0.3839391547,0.8502985903,0.1484954323,239,215,72,100,3DimSphere
0.0159991869,0.519111024,0.3135473983,197,181,104,100,3DimSphere
0.9005793922,0.8647101053,0.5410752436,208,190,98,100,3DimSphere
0.083711415,0.6530318439,0.2757312796,234,211,76,100,3DimSphere
0.0215528212,0.5201410364,0.5269982165,222,201,88,100,3DimSphere
0.3505734083,0.7061677503,0.9451883041,206,188,99,100,3DimSphere
0.7662703275,0.3650375465,0.9430669457,245,220,65,100,3DimSphere
0.4589154731,0.8897611323,0.3750518505,113,114,116,100,3DimSphere
0.3660622224,0.6830456284,0.0142201489,235,212,75,100,3DimSphere
0.6732805522,0.2263910783,0.0642321429,221,200,88,100,3DimSphere
0.042348459,0.2588594512,0.3768534639,240,216,70,100,3DimSphere
0.307580323,0.4625612524,0.9861234015,242,218,68,100,3DimSphere
0.0796459573,0.6490414817,0.2896654018,181,168,111,100,3DimSphere
0.9892465744,0.5211935748,0.5287300056,200,184,102,100,3DimSphere
0.7390407807,0.8452073173,0.4987828762,138,134,120,100,3DimSphere
0.3699258892,0.8994257751,0.219521215,243,219,66,100,3DimSphere
0.5443960065,0.8254846726,0.1365957679,182,169,111,100,3DimSphere
0.6189711267,0.6471601026,0.9136912184,251,225,56,100,3DimSphere
0.9229824481,0.5062793257,0.2811432109,155,148,118,100,3DimSphere
0.6333019619,0.3983159124,0.6198613719,60,74,108,100,3DimSphere
0.9420546637,0.4960376651,0.7683168812,217,197,92,100,3DimSphere
0.5416584265,0.617318193,0.9594292194,213,194,94,100,3DimSphere
0.2944940913,0.1631312846,0.69924278,176,165,113,100,3DimSphere
0.9129305234,0.4055017806,0.1472892434,237,213,74,100,3DimSphere
0.9789757205,0.3763711987,0.4822028084,230,208,81,100,3DimSphere
0.1039955364,0.2209347338,0.3503445154,234,211,76,100,3DimSphere
0.9073821722,0.4401158228,0.7829575682,232,210,79,100,3DimSphere
0.7263805201,0.2325851827,0.0784553308,208,190,98,100,3DimSphere
0.4572760177,0.8852436219,0.3813393721,116,116,117,100,3DimSphere
0.3468900456,0.5555326172,0.9913076257,225,204,85,100,3DimSphere
0.9636545501,0.7381170805,0.4446568339,239,215,72,100,3DimSphere
0.2829261245,0.7040742619,0.0598743064,233,211,78,100,3DimSphere
0.2056373918,0.3834342154,0.8869670806,197,181,104,100,3DimSphere
0.3630429597,0.4296658941,0.1124306389,124,123,120,100,3DimSphere
0.4208601471,0.7768666672,0.0750739862,193,178,106,100,3DimSphere
0.8674593128,0.7779824869,0.3806897523,167,157,115,100,3DimSphere
0.9180844414,0.4122531439,0.2971306037,172,161,114,100,3DimSphere
0.8950416073,0.815388129,0.4206772642,223,202,87,100,3DimSphere
0.768751803,0.3681361775,0.9450302767,253,227,52,100,3DimSphere
0.5022473895,0.1494908629,0.8259063569,234,211,76,100,3DimSphere
0.5217872938,0.4157286627,0.9333973197,115,116,117,100,3DimSphere
0.4036479269,0.6404701325,0.3810278035,85,91,109,100,3DimSphere
0.9161242593,0.3658564263,0.1802023528,208,190,98,100,3DimSphere
0.6809433279,0.3263860718,0.3133324623,85,91,109,100,3DimSphere
0.7228042058,0.8953771446,0.5271878639,172,161,114,100,3DimSphere
0.7473953286,0.4631460828,0.6561222161,106,108,113,100,3DimSphere
0.1861163974,0.2826550753,0.1597531466,205,187,99,100,3DimSphere
0.4715461609,0.5180702043,0.9618945623,145,139,120,100,3DimSphere
